4,42,3
2,8,1
2,10,1
4,44,3
6,50,1
9,37,2
10,5,2
5,29,2
10,41,2
9,25,3
10,43,3
2,36,3
10,44,1
5,25,2
4,37,2
2,17,5
3,7,2
8,39,2
4,38,3
2,0,1
6,23,5
2,39,2
5,8,1
9,23,4
1,17,2
8,29,3
1,29,3
2,46,1
0,33,3
2,33,3
10,6,2
8,47,3
9,12,1
10,33,2
2,49,3
2,23,3
6,48,4
2,30,2
9,46,2
4,51,3
9,13,4
6,6,1
6,19,1
9,17,2
0,9,5
4,0,2
7,46,5
2,32,2
3,19,2
9,9,2
7,18,2
1,33,3
9,42,2
10,9,3
3,27,3
6,39,2
7,48,3
6,43,4
4,14,1
6,27,3
3,35,2
8,13,2
7,9,1
8,44,4
8,8,1
10,15,2
6,29,4
6,2,1
5,17,2
5,47,3
1,45,5
6,13,3
10,22,5
0,49,2
6,32,3
6,42,2
2,19,2
4,48,2
9,11,3
3,49,3
10,17,3
8,3,3
9,10,2
10,36,4
7,40,3
0,23,1
5,35,1
2,5,3
4,31,5
9,43,2
5,32,1
1,7,2
3,8,3
0,19,1
4,26,4
0,44,1
5,0,2
2,31,1
8,12,3
1,14,1
