109,32,3
511,39,3
583,35,1
645,22,1
644,14,3
472,20,3
282,47,4
636,11,5
237,10,2
893,7,1
582,10,2
432,20,3
907,26,2
895,23,2
214,13,1
64,34,2
560,15,1
755,32,3
593,5,1
769,11,2
71,18,3
832,28,2
411,39,3
577,29,1
864,12,2
183,7,1
806,41,1
808,37,3
194,29,2
571,12,2
543,8,3
669,45,1
936,26,3
688,34,4
361,2,4
310,36,1
498,12,2
692,43,3
185,0,3
562,51,2
773,11,3
25,25,3
74,26,2
524,39,5
978,19,2
204,1,2
544,30,2
996,20,3
864,17,2
720,8,2
574,36,2
212,41,1
947,1,2
599,7,2
758,23,2
895,46,3
128,4,3
271,7,2
435,6,3
106,28,2
100,36,4
281,38,1
502,19,3
122,26,4
60,18,3
674,34,3
654,48,5
916,20,1
9,3,4
573,8,3
650,30,1
383,25,4
392,41,3
980,35,2
46,3,3
177,47,4
245,35,2
109,10,2
372,21,3
713,11,1
749,18,1
479,10,3
275,5,2
195,38,2
534,14,2
981,28,2
578,29,1
318,46,1
426,4,3
20,4,2
463,0,3
315,26,1
727,7,1
702,10,3
249,27,3
770,24,4
743,11,2
978,31,2
305,19,4
245,16,1
110,46,3
368,37,3
433,2,3
732,5,1
466,8,2
332,21,3
744,39,3
391,38,1
611,29,3
271,17,1
858,24,2
984,44,3
638,39,1
708,42,2
247,40,3
301,23,4
290,26,4
185,35,5
185,44,4
256,11,4
355,49,2
459,30,2
183,28,3
259,2,2
388,49,1
97,50,2
875,3,3
812,23,1
73,40,1
196,10,3
995,31,2
63,30,2
43,23,3
838,19,2
243,2,3
829,26,3
164,25,1
610,15,3
854,39,3
809,30,3
25,33,3
101,3,2
165,5,3
601,15,3
22,0,3
279,37,3
810,19,3
317,22,3
783,14,1
664,16,2
908,35,2
472,4,5
491,29,3
344,23,1
5,49,2
354,2,1
841,9,4
893,38,2
528,33,2
311,29,2
872,47,2
833,3,1
610,6,4
573,31,3
755,7,1
658,0,2
829,13,1
175,14,2
10,41,2
309,31,2
851,11,4
345,7,3
330,15,1
147,36,1
1,35,2
489,30,4
84,1,3
424,37,1
248,1,2
354,27,3
758,11,2
986,17,2
799,21,1
425,26,4
517,11,2
991,11,5
357,34,2
62,11,1
251,27,2
814,49,3
747,40,2
983,35,3
717,45,4
96,29,3
396,29,1
962,42,3
34,19,2
99,40,2
401,27,2
664,2,3
462,16,1
886,19,3
668,46,3
73,16,3
343,1,2
504,29,1
968,48,3
874,23,3
686,35,2
852,41,2
82,8,1
994,46,1
610,46,2
70,28,2
851,1,3
161,41,3
835,1,2
9,16,2
737,48,3
6,7,2
652,6,2
834,5,2
363,38,1
302,43,3
445,8,3
659,30,1
74,29,2
129,3,4
564,32,5
145,17,4
774,2,2
5,48,1
680,7,4
390,2,1
766,21,2
768,45,3
