39,29,3
17,38,2
76,36,3
8,34,3
35,23,5
13,31,1
14,7,2
87,47,2
57,34,3
53,48,2
84,8,3
59,43,2
63,24,2
62,21,1
1,50,2
62,16,3
71,13,2
57,50,2
42,36,1
15,14,2
26,28,1
90,37,2
75,1,4
84,18,3
21,38,1
96,18,3
35,28,3
95,8,4
25,51,3
35,24,1
33,41,3
14,38,2
4,39,3
80,32,2
55,26,3
18,41,4
94,40,2
34,48,1
41,44,2
44,13,3
63,20,3
3,46,3
14,40,2
89,19,2
54,1,1
16,11,2
46,30,2
65,23,3
34,20,2
60,30,2
44,12,3
8,38,2
38,27,3
68,44,2
55,12,5
61,45,3
12,24,2
90,50,1
36,37,2
99,46,2
19,34,2
23,39,4
0,7,2
62,31,2
72,31,3
79,15,3
19,2,2
68,43,1
100,27,3
54,16,3
81,42,3
44,24,2
45,43,1
14,9,3
59,40,2
53,17,3
36,22,4
55,48,3
41,15,4
17,15,3
72,30,3
97,44,4
67,45,3
15,6,3
80,46,3
85,6,2
74,19,3
43,13,3
83,16,3
4,10,2
81,16,2
83,18,1
9,13,3
31,39,2
34,4,4
93,3,3
72,26,3
26,33,3
3,5,2
88,16,3
100,8,3
90,19,3
44,28,2
88,43,1
58,30,1
54,7,2
48,25,4
35,46,3
70,34,3
96,8,3
9,12,2
97,26,4
9,35,2
7,13,3
38,15,3
75,23,3
73,36,3
73,45,2
3,22,3
89,34,3
82,47,5
81,25,2
61,18,1
39,44,1
4,13,3
85,39,3
57,8,1
50,3,3
90,41,1
61,21,4
1,39,3
94,21,3
46,51,3
37,15,3
54,34,4
60,34,1
15,11,4
12,4,2
83,14,2
53,26,1
52,36,2
69,50,3
25,26,3
62,41,4
21,14,4
44,47,3
65,24,2
13,26,2
67,5,2
95,31,2
20,21,1
74,45,2
38,19,1
100,51,3
94,36,3
77,9,1
68,2,3
14,18,1
25,45,4
76,8,2
77,15,2
1,47,3
96,23,2
48,31,3
27,23,1
95,51,4
96,50,4
98,0,2
52,49,2
41,29,3
65,18,3
0,44,3
22,44,2
25,11,4
8,11,2
25,16,1
68,1,3
68,7,3
72,48,3
52,6,3
27,14,2
8,28,1
66,1,2
89,22,4
64,48,1
36,11,1
56,26,2
69,5,3
25,41,3
98,14,2
61,2,3
71,47,3
53,27,3
36,15,3
11,16,3
49,1,1
21,6,2
77,36,3
38,47,2
36,41,2
64,31,3
18,7,3
49,26,2
94,31,1
10,30,2
28,5,3
65,22,3
76,5,3
70,48,4
25,14,3
96,24,3
56,29,3
18,20,1
65,48,5
64,35,2
30,11,2
53,42,2
87,43,4
36,17,2
19,28,2
26,49,3
27,16,1
1,46,2
3,18,2
20,24,3
35,19,4
5,36,3
57,4,2
26,1,3
7,36,3
10,15,2
35,45,3
41,30,3
61,19,1
80,19,3
38,32,1
60,20,3
60,13,4
77,44,2
100,40,3
56,51,3
17,39,4
47,26,1
33,15,1
19,40,3
96,16,2
72,41,3
67,43,2
84,47,3
52,4,4
5,43,2
8,20,1
50,32,2
62,50,2
88,8,3
12,0,2
72,47,4
12,46,3
93,24,2
25,27,1
81,4,4
35,21,1
27,12,3
67,32,4
99,23,2
5,20,2
92,33,4
3,38,1
90,39,3
15,38,3
77,31,4
49,51,2
22,25,4
33,0,3
2,6,2
44,17,1
66,48,2
12,50,4
42,45,3
4,24,3
86,19,2
87,7,2
75,13,4
43,43,1
32,36,2
29,48,2
79,46,2
80,42,3
84,39,2
65,19,3
31,22,3
93,0,3
12,1,2
87,9,3
86,5,1
20,49,3
76,31,3
63,4,2
8,12,3
74,11,1
89,28,3
59,6,2
57,5,3
2,44,2
72,49,3
41,45,2
7,31,3
38,1,1
55,32,1
46,23,3
53,31,4
58,46,1
56,10,3
29,8,3
80,17,3
27,40,2
41,12,3
61,37,3
59,37,2
37,37,4
66,46,3
71,6,1
4,21,2
29,49,3
18,32,3
92,22,3
35,31,3
79,18,2
6,41,2
68,51,1
92,15,2
0,23,3
21,2,2
22,31,2
93,5,1
49,2,2
92,18,4
77,45,3
42,14,4
84,44,1
0,29,2
44,33,2
56,44,3
45,37,3
60,42,2
77,26,3
21,41,3
36,33,2
12,37,3
0,20,4
68,0,3
45,0,4
78,13,2
26,30,3
84,1,2
35,18,2
100,37,2
38,13,5
7,4,2
0,46,3
82,16,3
77,46,2
7,33,2
59,22,4
14,33,2
8,21,2
57,9,1
30,49,2
57,36,2
70,36,1
66,14,4
5,40,3
67,15,4
12,6,2
96,15,3
98,45,3
18,18,3
29,11,2
56,40,2
42,30,2
5,14,4
45,29,2
54,15,3
46,46,2
82,12,3
57,38,4
100,23,3
39,40,2
47,9,3
7,42,2
98,19,1
62,51,3
80,27,2
72,33,4
19,42,5
17,13,3
70,14,3
59,49,3
99,1,3
11,12,2
25,22,2
65,42,4
33,22,3
6,11,2
73,32,2
47,11,3
76,16,3
48,5,3
19,49,3
61,48,3
20,37,3
62,30,3
26,5,3
20,14,2
76,1,2
8,29,1
10,36,3
58,12,2
33,45,3
6,2,3
98,18,2
21,39,3
65,20,1
75,6,1
49,5,2
64,21,3
30,18,4
53,40,3
99,28,3
17,7,2
18,3,3
79,5,2
55,45,1
79,2,2
29,19,3
43,29,1
98,10,2
86,26,3
83,17,3
23,0,2
90,28,1
2,37,2
53,24,1
33,18,3
90,24,4
39,17,3
70,22,4
34,47,1
83,34,3
32,13,4
76,12,3
72,10,3
56,20,2
65,7,4
66,0,2
64,25,2
43,15,1
24,45,2
13,19,1
12,21,1
69,11,2
54,50,1
8,24,5
47,25,4
81,34,2
6,51,4
10,11,5
59,10,4
93,10,3
100,1,1
37,41,1
82,26,1
64,9,3
60,41,3
63,23,4
17,36,3
57,6,2
39,35,1
46,8,3
88,39,4
41,6,3
87,27,1
92,5,2
18,9,3
55,19,1
89,39,2
32,18,3
26,14,3
79,7,2
8,16,4
29,2,3
89,2,4
35,4,2
15,34,3
15,48,2
38,3,3
52,7,3
2,43,3
52,0,4
6,29,4
75,49,3
98,31,1
90,42,2
59,45,3
90,30,3
46,25,2
35,35,2
11,13,1
28,11,2
78,25,2
1,40,3
80,34,3
54,26,3
40,32,2
94,0,3
28,1,2
49,24,1
77,11,3
78,32,4
76,3,1
43,9,3
52,9,2
18,17,2
53,34,3
85,37,3
1,35,1
82,6,3
27,35,3
29,31,1
15,8,2
15,28,3
73,2,2
58,45,2
8,23,4
84,38,2
64,30,2
90,43,2
87,0,2
66,38,5
36,23,1
74,18,3
34,1,4
46,6,2
33,42,3
72,42,3
3,0,2
67,29,2
61,1,2
65,30,1
56,4,2
70,11,3
95,48,3
97,48,5
95,17,3
18,30,1
84,10,2
27,37,4
38,34,1
70,50,1
98,17,3
11,49,3
53,32,5
0,16,2
87,46,2
73,16,2
6,16,1
45,36,3
26,37,3
22,19,2
98,16,2
59,28,2
26,42,2
52,17,1
13,11,2
16,34,3
64,7,5
23,5,1
76,34,3
12,41,1
85,3,2
22,35,1
82,49,2
29,0,1
78,7,4
19,27,3
77,29,2
67,20,3
3,45,4
17,48,2
41,27,4
85,40,4
45,38,2
45,31,5
60,25,4
82,51,2
3,24,4
85,50,3
90,16,1
78,22,4
52,11,2
67,40,3
2,47,2
12,45,3
58,44,3
42,37,3
95,28,2
14,6,3
28,48,3
70,20,2
83,4,3
17,30,1
97,21,3
15,12,2
24,37,3
7,0,3
89,12,3
11,36,3
16,33,2
91,40,4
98,25,4
45,5,3
49,40,1
44,16,3
98,49,1
71,41,3
71,17,2
4,11,4
31,28,1
70,32,3
71,38,5
34,31,3
6,27,4
51,10,2
87,48,2
15,35,2
3,4,3
47,21,2
13,7,2
69,38,3
12,7,2
51,36,3
28,27,2
97,4,3
3,21,2
8,48,3
37,23,2
7,19,1
22,37,3
78,18,2
1,44,2
29,6,1
20,4,3
69,2,2
55,3,3
57,29,1
30,33,3
22,21,2
9,27,3
2,49,3
64,18,3
96,32,2
42,13,1
6,23,3
98,35,3
54,49,3
63,44,2
81,29,1
66,31,1
24,10,4
72,7,3
99,49,3
81,48,2
45,26,1
3,23,2
3,30,3
90,20,4
65,51,2
23,31,3
37,34,1
76,20,2
59,8,3
57,7,4
33,46,2
4,1,2
13,51,3
68,28,1
100,18,3
79,14,3
33,21,3
68,39,1
72,17,2
13,47,1
53,45,2
69,42,3
11,23,3
81,51,3
64,27,1
95,37,3
87,26,4
73,18,2
25,40,3
7,51,3
23,35,3
88,23,3
86,3,2
31,33,3
86,51,1
46,29,4
69,35,3
78,27,4
71,44,3
33,13,4
61,51,4
41,24,2
50,22,3
38,28,4
25,47,3
51,15,1
83,9,2
25,32,1
96,12,3
87,32,3
82,7,2
93,22,2
27,30,3
38,40,2
24,25,3
91,5,4
31,8,3
59,12,3
6,9,5
54,46,3
33,37,3
62,44,1
83,45,2
33,5,3
40,40,3
94,39,2
41,31,2
93,29,1
35,36,2
60,43,3
3,12,3
19,32,4
82,44,3
83,8,2
59,5,2
29,24,1
12,48,2
23,41,2
99,36,3
5,21,3
72,16,1
69,9,3
52,13,1
70,13,4
97,38,3
20,28,3
32,12,2
47,45,2
30,34,2
85,1,1
94,18,2
46,40,2
24,11,1
26,4,1
28,18,1
89,47,1
67,23,2
37,22,2
71,12,3
30,8,1
32,44,2
59,19,2
21,25,2
91,45,3
74,43,5
75,5,2
9,9,4
19,46,2
100,48,3
94,37,1
61,4,1
75,42,1
71,16,5
70,49,1
34,13,2
23,48,1
27,34,2
77,24,4
68,26,4
3,47,1
90,38,1
73,10,3
58,18,3
52,40,4
20,40,3
73,33,3
89,41,1
68,21,1
18,0,2
68,5,3
16,23,1
38,14,3
86,14,3
11,1,4
92,25,1
52,38,5
29,16,2
80,16,2
58,32,2
2,3,1
15,27,2
36,44,2
85,28,3
10,26,5
42,8,4
57,28,2
88,9,2
76,43,2
69,49,3
85,16,2
92,46,3
54,14,4
99,25,4
26,27,2
86,30,2
26,41,3
32,9,3
92,37,4
7,44,1
48,44,3
78,40,2
98,20,2
3,17,3
28,37,2
46,37,2
56,43,4
15,19,1
10,10,1
35,25,3
92,38,3
20,29,1
79,38,3
78,2,3
82,27,2
91,19,4
46,18,3
71,19,1
57,48,4
88,5,1
44,34,3
62,46,2
95,44,2
37,25,3
46,9,3
98,27,3
96,45,3
67,10,3
74,36,2
56,28,2
85,10,1
33,51,4
22,4,2
85,48,3
53,22,4
90,44,3
72,20,1
24,15,4
58,6,2
37,13,5
11,46,4
78,49,3
24,0,1
93,49,2
82,32,1
24,27,4
93,48,3
12,39,2
73,34,2
54,22,4
21,33,4
30,31,2
78,41,3
30,4,3
29,12,3
68,49,1
76,30,2
43,49,2
9,32,2
45,25,5
95,24,2
68,20,1
3,29,2
75,51,3
99,13,1
11,6,2
66,16,3
79,3,1
18,10,2
48,14,2
26,23,4
90,3,3
49,41,3
42,35,4
48,46,2
62,0,1
77,32,1
41,43,1
34,42,2
98,36,4
31,12,2
28,10,1
0,15,3
2,4,3
0,0,3
49,25,3
64,44,2
42,15,3
58,5,2
96,44,3
86,29,3
25,25,2
82,3,1
76,9,2
9,40,5
99,17,3
14,48,3
96,46,3
100,41,3
92,35,2
6,43,1
3,40,3
34,46,3
52,29,3
11,19,3
33,28,3
91,13,2
87,23,2
30,29,2
17,46,2
93,15,2
54,40,1
48,2,4
14,46,2
58,3,3
60,21,3
56,45,3
82,35,1
32,39,3
80,25,2
95,20,3
49,0,3
86,10,4
92,27,2
96,2,4
28,24,4
46,1,2
95,29,3
4,8,1
30,9,1
22,50,3
99,8,2
40,8,4
64,23,2
86,50,2
14,24,4
10,50,2
99,10,1
82,42,2
51,49,2
98,42,2
9,8,2
26,0,1
59,1,3
84,27,2
79,4,3
77,7,1
52,32,3
53,47,3
73,41,2
36,42,2
74,41,2
72,46,3
43,37,4
76,39,2
15,46,2
51,7,3
8,31,1
90,0,1
0,34,1
95,14,4
50,49,2
30,36,5
49,4,4
22,6,2
50,4,2
16,3,3
80,38,1
58,16,3
