938,0,4
273,43,3
364,26,3
318,4,1
236,30,3
422,5,3
234,39,4
78,16,1
1000,18,3
545,32,1
659,34,2
24,1,4
376,45,5
370,11,2
202,5,3
768,18,3
770,45,1
337,19,1
867,1,2
229,22,1
742,13,3
942,21,1
25,45,3
931,24,2
445,1,2
789,44,3
40,7,2
353,43,3
201,18,2
189,25,1
42,28,3
381,31,2
199,48,3
776,36,2
391,38,2
828,28,3
191,22,4
400,29,2
128,41,2
174,25,2
297,2,2
425,11,3
8,10,1
722,37,2
158,8,2
987,47,2
486,19,3
724,44,4
330,36,4
264,19,1
142,49,3
122,0,3
82,36,2
883,0,3
404,27,3
81,33,2
24,13,1
38,36,3
269,50,2
120,4,4
714,9,2
308,5,4
856,51,2
521,42,1
301,40,2
833,12,4
355,6,2
856,9,2
535,49,3
366,7,1
132,38,2
236,51,3
318,43,4
508,39,3
646,13,3
456,51,4
174,31,5
683,51,2
826,25,2
319,3,4
220,13,4
947,13,5
291,36,2
943,37,2
905,22,3
672,18,5
967,46,3
770,17,1
58,15,4
681,30,2
397,19,5
182,29,4
664,10,5
283,46,4
46,49,3
394,22,3
75,8,3
923,28,3
338,33,1
544,21,3
849,18,1
430,11,2
751,14,3
881,14,2
774,33,2
368,46,3
446,30,3
52,32,3
729,39,2
860,33,2
570,19,3
247,9,4
990,49,5
983,41,1
271,23,2
420,25,3
538,32,3
54,25,3
127,45,1
780,31,3
317,45,3
344,35,2
45,48,2
994,40,3
201,41,3
678,11,3
10,38,1
119,2,3
372,22,1
737,30,2
804,13,2
632,8,1
918,18,3
90,33,2
532,39,4
157,16,3
805,24,2
649,20,2
943,43,2
63,45,2
140,16,2
406,42,3
284,7,3
71,43,3
109,32,2
832,30,3
204,27,2
399,13,2
594,33,2
399,12,2
0,16,4
836,30,3
446,50,4
755,46,4
250,36,2
586,13,4
239,6,2
743,16,3
315,45,2
461,10,3
533,43,2
529,29,3
729,3,2
304,11,2
974,37,2
641,46,2
622,36,3
157,7,3
60,2,1
627,27,2
943,1,4
155,28,3
40,1,3
590,42,4
636,23,1
633,34,3
96,39,2
797,51,2
316,5,2
400,1,4
561,16,3
680,24,3
521,9,3
603,21,1
470,1,2
623,30,2
95,23,2
656,26,3
789,19,5
490,16,4
78,40,3
633,21,5
904,50,2
113,33,1
194,17,2
430,5,2
24,23,3
58,45,3
983,40,4
297,15,1
767,25,3
532,46,3
406,34,3
479,51,3
49,22,3
480,14,2
553,26,1
791,48,3
130,27,1
30,14,3
380,40,3
138,17,3
184,3,4
807,26,2
155,37,4
382,11,2
880,34,4
190,31,2
645,3,5
504,1,2
608,49,3
873,42,2
342,20,3
626,37,1
726,45,1
730,26,2
286,47,1
952,45,3
559,29,3
846,6,2
966,13,1
517,27,3
705,21,2
255,24,3
292,40,1
582,15,3
427,17,1
78,10,1
554,47,3
952,30,3
591,4,3
154,10,3
144,7,3
984,13,2
299,37,4
646,45,2
429,17,1
313,51,3
668,5,1
151,37,2
470,31,1
867,43,4
168,45,4
284,48,3
757,17,3
912,21,1
863,12,1
335,44,3
423,2,3
207,39,1
725,24,3
731,11,2
537,50,4
524,40,3
495,33,3
796,19,1
791,45,2
754,22,2
898,12,3
707,21,2
162,42,1
165,7,2
161,14,1
399,30,4
69,32,2
924,22,3
588,45,3
867,39,4
120,1,3
530,41,3
34,39,2
270,11,4
586,44,2
195,27,1
78,21,3
720,47,3
733,18,4
569,28,2
118,42,3
899,45,2
34,38,3
508,51,2
459,6,3
191,6,3
89,8,4
878,4,2
853,6,3
539,20,4
661,7,4
240,12,3
969,36,2
533,41,2
244,37,3
538,48,1
486,48,2
313,8,3
48,9,3
903,24,1
84,12,2
201,19,3
876,42,3
45,24,2
890,39,4
293,18,3
724,20,2
813,4,2
149,41,3
715,19,2
626,11,3
128,16,2
270,29,4
29,12,4
919,0,2
802,50,1
681,35,3
308,24,2
282,29,3
597,30,2
757,22,3
271,10,2
754,41,3
570,5,4
632,24,2
418,31,2
537,48,2
886,50,3
411,15,3
739,16,1
547,46,4
933,1,3
713,7,3
622,10,3
304,23,3
977,47,2
128,51,1
708,18,2
477,7,2
46,48,3
60,26,2
47,30,2
593,12,3
886,13,1
732,13,4
167,4,1
455,42,3
753,7,1
468,16,2
933,0,3
542,5,2
733,50,4
134,14,4
163,2,1
851,50,2
150,9,2
518,29,1
235,14,1
345,11,3
527,4,2
27,6,2
802,36,2
723,14,2
647,34,2
503,20,1
397,10,1
527,3,2
679,51,3
8,39,3
600,31,3
829,14,3
354,27,2
914,41,1
445,27,1
890,31,4
244,31,3
385,42,3
179,12,2
853,46,4
519,36,4
202,37,3
767,2,2
155,30,3
408,21,1
575,11,4
232,44,3
554,19,3
509,42,3
580,46,4
493,51,2
240,47,2
307,5,3
430,51,2
549,49,5
609,48,1
895,11,1
225,47,3
113,43,3
321,10,4
713,37,2
30,29,5
191,20,3
839,49,4
856,21,3
169,15,3
663,18,3
180,44,2
489,2,4
949,24,2
570,38,1
393,22,4
994,7,4
334,22,2
80,14,2
772,7,2
391,46,3
74,40,2
832,46,3
577,27,3
826,24,3
681,17,2
175,27,2
89,39,1
139,39,4
422,27,2
209,18,4
337,33,4
790,41,3
681,43,2
868,24,3
402,27,2
35,40,3
982,41,3
